loser,winner,result,year,link
Joe Stevenson,BJ Penn,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
Justin Buchholz,Matt Wiman,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Joe Veres,Corey Hill,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Cole Miller,Jeremy Stephens,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Dennis Siver,Gray Maynard,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Alberto Crane,Kurt Pellegrino,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Alvin Robinson,Nate Diaz,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Michihiro Omigawa,Thiago Tavares,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Drew McFedries,Patrick Cote,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Joshua Burkman,Mike Swick,win,2008,http://www.ufcstats.com/event-details/33e33d51f289d2a1
Keita Nakamura,Rob Emerson,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
Terry Martin,Marvin Eastman,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
David Heath,Tim Boetsch,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
Kyle Bradley,Chris Lytle,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
Gleison Tibau,Tyson Griffin,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
Rob Yundt,Ricardo Almeida,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
Jeremy Horn,Nate Marquardt,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
Brock Lesnar,Frank Mir,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
Tim Sylvia,Antonio Rodrigo Nogueira,win,2008,http://www.ufcstats.com/event-details/597db668b01c442c
John Halverson,Jorge Gurgel,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
David Bielkheden,Diego Sanchez,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Dustin Hazelett,Josh Koscheck,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Luke Cummo,Luigi Fioravanti,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Jake O'Brien,Andrei Arlovski,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Chris Wilson,Jon Fitch,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Evan Tanner,Yushin Okami,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Alessio Sakara,Chris Leben,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Cheick Kongo,Heath Herring,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Dan Henderson,Anderson Silva,win,2008,http://www.ufcstats.com/event-details/598a58db87b890ee
Tommy Speer,Anthony Johnson,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Roman Mitichyan,George Sotiropoulos,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Samy Schiavo,Clay Guida,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Jeff Cox,Manvel Gamburyan,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Ryan Roberts,Marcus Aurelio,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Din Thomas,Josh Neer,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Houston Alexander,James Irvin,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Kurt Pellegrino,Nate Diaz,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Tim Boetsch,Matt Hamill,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Karo Parisyan,Thiago Alves,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Frankie Edgar,Gray Maynard,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Joe Lauzon,Kenny Florian,win,2008,http://www.ufcstats.com/event-details/b9e871af730f826c
Kuniyoshi Hironaka,Jonathan Goulet,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Brad Morris,Cain Velasquez,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Sam Stout,Rich Clementi,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Ed Herman,Demian Maia,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Alan Belcher,Jason Day,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Joe Doerksen,Jason MacDonald,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Mark Bocek,Mac Danzig,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Charles McCarthy,Michael Bisping,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Kalib Starnes,Nate Quarry,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Travis Lutter,Rich Franklin,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Matt Serra,Georges St-Pierre,win,2008,http://www.ufcstats.com/event-details/ad047e3073a775f3
Christian Wellisch,Shane Carwin,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Jason Tan,Dong Hyun Kim,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
War Machine,Yoshiyuki Yoshida,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Terry Etim,Rich Clementi,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Kazuhiro Nakamura,Rameau Thierry Sokoudjou,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Ivan Salaverry,Rousimar Palhares,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Antonio Mendes,Thiago Silva,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Tito Ortiz,Lyoto Machida,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Wilson Gouveia,Goran Reljic,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Keith Jardine,Wanderlei Silva,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Sean Sherk,BJ Penn,win,2008,http://www.ufcstats.com/event-details/2549d63da9c456cb
Eddie Sanchez,Antoni Hardonk,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Jess Liaudin,Paul Taylor,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Jason Lambert,Luiz Cane,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Roan Carneiro,Kevin Burns,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Thiago Tavares,Matt Wiman,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Jorge Rivera,Martin Kampmann,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Brandon Vera,Fabricio Werdum,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Nate Marquardt,Thales Leites,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Marcus Davis,Mike Swick,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Jason Day,Michael Bisping,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Matt Hughes,Thiago Alves,win,2008,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
Rob Yundt,Rob Kimmons,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Jeremy Horn,Dean Lister,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Matt Arroyo,Matt Brown,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Marvin Eastman,Drew McFedries,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Joshua Burkman,Dustin Hazelett,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Dante Rivera,Matthew Riddle,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Jeremy Stephens,Spencer Fisher,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Luigi Fioravanti,Diego Sanchez,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
CB Dollaway,Amir Sadollah,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Evan Tanner,Kendall Grove,win,2008,http://www.ufcstats.com/event-details/2299605af59fd309
Corey Hill,Justin Buchholz,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Dennis Siver,Melvin Guillard,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Jorge Gurgel,Cole Miller,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Justin McCully,Gabriel Gonzaga,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Marcus Aurelio,Tyson Griffin,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Chris Lytle,Josh Koscheck,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Gleison Tibau,Joe Stevenson,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Ricardo Almeida,Patrick Cote,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Quinton Jackson,Forrest Griffin,win,2008,http://www.ufcstats.com/event-details/bf12aca029bfcc47
Dale Hartt,Shannon Gugerty,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
James Giboo,Brad Blackburn,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Johnny Rees,Nate Loughran,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Brodie Farber,Rory Markham,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Cale Yarbrough,Tim Credeur,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Jesse Taylor,CB Dollaway,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Anthony Johnson,Kevin Burns,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Jake O'Brien,Cain Velasquez,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Hermes Franca,Frankie Edgar,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Reese Andy,Brandon Vera,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
James Irvin,Anderson Silva,win,2008,http://www.ufcstats.com/event-details/46f11d15c0134fe3
Ryan Thomas,Ben Saunders,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Steve Bruno,Chris Wilson,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Andre Gusmao,Jon Jones,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Dan Evensen,Cheick Kongo,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Luke Cummo,Tamdan McCrory,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Jason MacDonald,Demian Maia,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Roger Huerta,Kenny Florian,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Manvel Gamburyan,Rob Emerson,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Heath Herring,Brock Lesnar,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Jon Fitch,Georges St-Pierre,win,2008,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
Roan Carneiro,Ryo Chonan,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Jason Lambert,Jason MacDonald,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Michael Patt,Tim Boetsch,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Thiago Tavares,Kurt Pellegrino,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Matt Brown,Dong Hyun Kim,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Martin Kampmann,Nate Marquardt,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Rousimar Palhares,Dan Henderson,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Matt Hamill,Rich Franklin,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Chuck Liddell,Rashad Evans,win,2008,http://www.ufcstats.com/event-details/0db70ca89e1c7374
Rob Kimmons,Dan Miller,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Drew McFedries,Mike Massenzio,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Brad Morris,Jason Brilz,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Kyle Bradley,Joe Lauzon,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Ryan Jensen,Wilson Gouveia,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Joe Vedepo,Alessio Sakara,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Houston Alexander,Eric Schafer,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Ed Herman,Alan Belcher,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Mac Danzig,Clay Guida,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Josh Neer,Nate Diaz,win,2008,http://www.ufcstats.com/event-details/279093302a6f44b3
Samy Schiavo,Per Eklund,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
David Baron,Jim Miller,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Sam Stout,Terry Etim,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Jess Liaudin,David Bielkheden,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Neil Wain,Shane Carwin,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Akihiro Gono,Dan Hardy,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Paul Kelly,Marcus Davis,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Paul Taylor,Chris Lytle,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Rameau Thierry Sokoudjou,Luiz Cane,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Brandon Vera,Keith Jardine,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Chris Leben,Michael Bisping,win,2008,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
Joshua Burkman,Pete Sell,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Marcus Aurelio,Hermes Franca,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Matt Horwich,Dan Miller,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Shannon Gugerty,Spencer Fisher,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Drew McFedries,Thales Leites,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Tyson Griffin,Sean Sherk,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Fabricio Werdum,Junior Dos Santos,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Rich Clementi,Gray Maynard,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Josh Koscheck,Thiago Alves,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Patrick Cote,Anderson Silva,win,2008,http://www.ufcstats.com/event-details/c670aa48827d6be6
Ryan Thomas,Matt Brown,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Alvin Robinson,Mark Bocek,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Rafael Dos Anjos,Jeremy Stephens,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Jorge Gurgel,Aaron Riley,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Nate Quarry,Demian Maia,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Josh Hendricks,Gabriel Gonzaga,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Tamdan McCrory,Dustin Hazelett,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Joe Stevenson,Kenny Florian,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Randy Couture,Brock Lesnar,win,2008,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
Eddie Sanchez,Justin McCully,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Corey Hill,Dale Hartt,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Brandon Wolff,Ben Saunders,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Johnny Rees,Steve Bruno,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Brodie Farber,Luigi Fioravanti,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Matt Wiman,Jim Miller,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Nate Loughran,Tim Credeur,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Razak Al-Hassan,Steve Cantwell,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Jonathan Goulet,Mike Swick,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
Yoshiyuki Yoshida,Josh Koscheck,win,2008,http://www.ufcstats.com/event-details/30cd319d39ee689b
John Polakowski,Rolando Delgado,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
George Roop,Shane Nelson,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
Kyle Kingsbury,Tom Lawlor,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
Jules Bruchez,Eliot Marshall,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
Shane Primm,Krzysztof Soszynski,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
David Kaplan,Junie Browning,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
Jason MacDonald,Wilson Gouveia,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
Kevin Burns,Anthony Johnson,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
Vinny Magalhaes,Ryan Bader,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
Phillipe Nover,Efrain Escudero,win,2008,http://www.ufcstats.com/event-details/ea398c802d9998ee
Dan Evensen,Pat Barry,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Ryo Chonan,Brad Blackburn,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Reese Andy,Matt Hamill,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Mike Wessel,Antoni Hardonk,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Dean Lister,Yushin Okami,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Mostapha Al-Turk,Cheick Kongo,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Wanderlei Silva,Quinton Jackson,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Mike Massenzio,CB Dollaway,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Antonio Rodrigo Nogueira,Frank Mir,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Forrest Griffin,Rashad Evans,win,2008,http://www.ufcstats.com/event-details/23ab42947c1990e3
Nate Mohr,Dennis Siver,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Ivan Serati,Tomasz Drwal,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Antonio Mendes,Eric Schafer,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Alexandre Barros,Martin Kampmann,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Tom Egan,John Hathaway,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Chris Lytle,Marcus Davis,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Denis Kang,Alan Belcher,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Jeremy Horn,Rousimar Palhares,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Mark Coleman,Mauricio Rua,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Rich Franklin,Dan Henderson,win,2009,http://www.ufcstats.com/event-details/68c6cd5287b473a7
Matt Arroyo,Dan Cramer,win,2009,http://www.ufcstats.com/event-details/2a542ee8a8b83559
Christian Wellisch,Jake O'Brien,win,2009,http://www.ufcstats.com/event-details/2a542ee8a8b83559
Chris Wilson,John Howard,win,2009,http://www.ufcstats.com/event-details/2a542ee8a8b83559
Manvel Gamburyan,Thiago Tavares,win,2009,http://www.ufcstats.com/event-details/2a542ee8a8b83559
Akihiro Gono,Jon Fitch,win,2009,http://www.ufcstats.com/event-details/2a542ee8a8b83559
Nate Diaz,Clay Guida,win,2009,http://www.ufcstats.com/event-details/2a542ee8a8b83559
Dong Hyun Kim,Karo Parisyan,nc,2009,http://www.ufcstats.com/event-details/2a542ee8a8b83559
Stephan Bonnar,Jon Jones,win,2009,http://www.ufcstats.com/event-details/2a542ee8a8b83559
